Magnetic Field (T)	Diode Voltage (V)	Hall probe (V)	Acquisition Time 		
Tesla	Volts	Volts	Seconds		
NaN	NaN	NaN	0.0000000E+0
NaN	NaN	NaN	100.0000015E-3
8.4446880E-3	265.4271844E-3	84.4384859E-3	200.0000030E-3
8.3848512E-3	251.2932801E-3	83.8859764E-3	300.0000119E-3
8.5356827E-3	262.1814544E-3	85.2786955E-3	400.0000060E-3
8.6283992E-3	265.1229168E-3	86.1348035E-3	500.0000000E-3
8.7096601E-3	270.4746208E-3	86.8851347E-3	600.0000238E-3
8.9687329E-3	276.4070242E-3	89.2773119E-3	699.9999881E-3
9.0258188E-3	281.3519059E-3	89.8044214E-3	800.0000119E-3
9.1934924E-3	277.2684865E-3	91.3526539E-3	900.0000358E-3
9.4574126E-3	272.9249169E-3	93.7895900E-3	1.0000000E+0
9.5272743E-3	240.9070786E-3	94.4346654E-3	1.1000000E+0
9.8040930E-3	247.8971622E-3	96.9907022E-3	1.2000000E+0
9.9376847E-3	245.7048189E-3	98.2242351E-3	1.3000001E+0
10.0530493E-3	237.4701429E-3	99.2894671E-3	1.4000000E+0
10.2827300E-3	235.5807020E-3	101.4102489E-3	1.5000000E+0
10.3582937E-3	256.7665093E-3	102.1079754E-3	1.6000000E+0
10.6165878E-3	249.0609751E-3	104.4929619E-3	1.7000000E+0
10.6733927E-3	239.8424605E-3	105.0174767E-3	1.8000001E+0
10.9442457E-3	252.8770277E-3	107.5184277E-3	1.9000000E+0
11.0591277E-3	242.7136147E-3	108.5792028E-3	2.0000000E+0
11.2627944E-3	230.3865593E-3	110.4597817E-3	2.1000001E+0
11.3912257E-3	232.6046170E-3	111.6456671E-3	2.2000000E+0
11.5973968E-3	278.0702463E-3	113.5493707E-3	2.3000000E+0
11.6992444E-3	232.8312380E-3	114.4897917E-3	2.4000001E+0
11.9881295E-3	262.4084005E-3	117.1572433E-3	2.5000000E+0
12.0553163E-3	269.4580834E-3	117.7776206E-3	2.6000001E+0
12.3154707E-3	239.1560726E-3	120.1797851E-3	2.7000000E+0
12.4102206E-3	265.2005858E-3	121.0546686E-3	2.8000000E+0
12.6583540E-3	264.7271952E-3	123.3458353E-3	2.9000001E+0
12.8234075E-3	262.9793816E-3	124.8698753E-3	3.0000000E+0
12.9476451E-3	275.9800070E-3	126.0170371E-3	3.1000001E+0
13.2044967E-3	266.8578139E-3	128.3887048E-3	3.2000000E+0
13.2685864E-3	258.3406882E-3	128.9804843E-3	3.3000000E+0
13.5068703E-3	255.5503754E-3	131.1807044E-3	3.4000001E+0
13.6822309E-3	286.9501885E-3	132.7999156E-3	3.5000000E+0
13.7970173E-3	290.9601584E-3	133.8598087E-3	3.6000001E+0
14.0638480E-3	292.8874820E-3	136.3236197E-3	3.7000000E+0
14.2490190E-3	290.4094341E-3	138.0334164E-3	3.8000000E+0
14.3493945E-3	246.7518987E-3	138.9602451E-3	3.9000001E+0
14.5392841E-3	261.8302433E-3	140.7136112E-3	4.0000000E+0
14.7725790E-3	288.7796483E-3	142.8677653E-3	4.0999999E+0
14.9288657E-3	274.5910638E-3	144.3108556E-3	4.2000003E+0
15.0814241E-3	247.3187138E-3	145.7195207E-3	4.3000002E+0
15.2676507E-3	273.1809972E-3	147.4390650E-3	4.4000001E+0
15.4791715E-3	279.1589126E-3	149.3921649E-3	4.5000000E+0
15.6727780E-3	241.8930528E-3	151.1798524E-3	4.5999999E+0
15.8574524E-3	247.9819136E-3	152.8850634E-3	4.7000003E+0
15.9523208E-3	239.7584673E-3	153.7610413E-3	4.8000002E+0
16.1770842E-3	243.4071114E-3	155.8364194E-3	4.9000001E+0
16.3355697E-3	267.5969103E-3	157.2998128E-3	5.0000000E+0
16.5239993E-3	258.9782892E-3	159.0396981E-3	5.0999999E+0
16.7279626E-3	248.3727296E-3	160.9230160E-3	5.2000003E+0
16.8598280E-3	264.5808584E-3	162.1406097E-3	5.3000002E+0
