Magnetic Field (T)	Diode Voltage (V)	Hall probe (V)	Acquisition Time 		
Tesla	Volts	Volts	Seconds		
NaN	NaN	NaN	0.0000000E+0
NaN	NaN	NaN	100.0000015E-3
6.9593917E-3	-148.1689317E-3	70.7238384E-3	200.0000030E-3
6.9522824E-3	-153.0718297E-3	70.6581935E-3	300.0000119E-3
6.9987747E-3	-143.9683047E-3	71.0874854E-3	400.0000060E-3
7.0687380E-3	-163.4603266E-3	71.7334997E-3	500.0000000E-3
7.2116121E-3	-169.4770379E-3	73.0527435E-3	600.0000238E-3
7.3496316E-3	-173.6469728E-3	74.3271614E-3	699.9999881E-3
7.5102450E-3	-171.4966802E-3	75.8102029E-3	800.0000119E-3
7.6815537E-3	-176.7654330E-3	77.3920007E-3	900.0000358E-3
7.8356365E-3	-178.4504285E-3	78.8147413E-3	1.0000000E+0
8.0052301E-3	-179.0264441E-3	80.3807031E-3	1.1000000E+0
8.1722110E-3	-169.2160674E-3	81.9225393E-3	1.2000000E+0
8.3210431E-3	-196.2112879E-3	83.2967967E-3	1.3000001E+0
8.5131346E-3	-145.3129688E-3	85.0704949E-3	1.4000000E+0
8.6655649E-3	-154.9921071E-3	86.4779771E-3	1.5000000E+0
8.8431478E-3	-164.5297936E-3	88.1177082E-3	1.6000000E+0
9.0369052E-3	-170.2782818E-3	89.9067885E-3	1.7000000E+0
9.1826116E-3	-171.0094756E-3	91.2521851E-3	1.8000001E+0
9.3239321E-3	-151.9334939E-3	92.5570835E-3	1.9000000E+0
9.5298787E-3	-145.0612730E-3	94.4587135E-3	2.0000000E+0
9.6715377E-3	-141.1631204E-3	95.7667379E-3	2.1000001E+0
9.8760670E-3	-130.0407628E-3	97.6552812E-3	2.2000000E+0
10.0629390E-3	-144.5545596E-3	99.3807851E-3	2.3000000E+0
10.2445956E-3	-147.9901542E-3	101.0581307E-3	2.4000001E+0
10.4136903E-3	-121.9730208E-3	102.6194861E-3	2.5000000E+0
10.5975725E-3	-146.9507500E-3	104.3173825E-3	2.6000001E+0
10.7679259E-3	-160.2209551E-3	105.8903596E-3	2.7000000E+0
10.9251612E-3	-165.2388272E-3	107.3422087E-3	2.8000000E+0
11.1119902E-3	-163.2692207E-3	109.0673153E-3	2.9000001E+0
11.2580492E-3	-151.1649744E-3	110.4159668E-3	3.0000000E+0
11.4875829E-3	-165.4508657E-3	112.5353919E-3	3.1000001E+0
11.6462074E-3	-174.3288876E-3	114.0000684E-3	3.2000000E+0
11.8394862E-3	-148.0697885E-3	115.7847294E-3	3.3000000E+0
12.0073458E-3	-140.0718543E-3	117.3346797E-3	3.4000001E+0
12.1834231E-3	-149.8889058E-3	118.9605090E-3	3.5000000E+0
12.3754459E-3	-167.9521519E-3	120.7335727E-3	3.6000001E+0
12.5620862E-3	-140.4390760E-3	122.4569358E-3	3.7000000E+0
12.7310552E-3	-147.7224676E-3	124.0171306E-3	3.8000000E+0
12.9265634E-3	-175.1490073E-3	125.8223771E-3	3.9000001E+0
13.1075155E-3	-178.7769871E-3	127.4932181E-3	4.0000000E+0
13.2738305E-3	-183.6828512E-3	129.0289055E-3	4.0999999E+0
13.4614187E-3	-200.6572711E-3	130.7610224E-3	4.2000003E+0
13.6371022E-3	-194.7722985E-3	132.3832151E-3	4.3000002E+0
13.8008725E-3	-192.0850802E-3	133.8954064E-3	4.4000001E+0
14.0057693E-3	-185.9348042E-3	135.7873438E-3	4.5000000E+0
14.1954765E-3	-143.7089746E-3	137.5390262E-3	4.5999999E+0
14.3841000E-3	-157.9166243E-3	139.2807014E-3	4.7000003E+0
14.5402051E-3	-172.2927039E-3	140.7221152E-3	4.8000002E+0
14.7315636E-3	-164.9057949E-3	142.4890456E-3	4.9000001E+0
14.9278528E-3	-159.5620811E-3	144.3015035E-3	5.0000000E+0
15.1026576E-3	-148.6472949E-3	145.9155822E-3	5.0999999E+0
