Magnetic Field (T)	Diode Voltage (V)	Hall probe (V)	Acquisition Time 		
Tesla	Volts	Volts	Seconds		
NaN	NaN	NaN	0.0000000E+0
NaN	NaN	NaN	100.0000015E-3
7.9421993E-3	104.2629497E-3	79.7987007E-3	200.0000030E-3
7.8976849E-3	99.8893710E-3	79.3876723E-3	300.0000119E-3
7.9606484E-3	97.8865500E-3	79.9690526E-3	400.0000060E-3
8.0675406E-3	91.0779314E-3	80.9560533E-3	500.0000000E-3
8.2194357E-3	99.4922515E-3	82.3585939E-3	600.0000238E-3
8.3784000E-3	114.6273128E-3	83.8264080E-3	699.9999881E-3
8.5225903E-3	115.0046965E-3	85.1578048E-3	800.0000119E-3
8.6919258E-3	100.4928496E-3	86.7213834E-3	900.0000358E-3
8.8353893E-3	98.8219725E-3	88.0460693E-3	1.0000000E+0
9.0256781E-3	83.1031116E-3	89.8031215E-3	1.1000000E+0
9.1747280E-3	100.5812428E-3	91.1793907E-3	1.2000000E+0
9.3333553E-3	114.0618969E-3	92.6440937E-3	1.3000001E+0
9.5012653E-3	107.7989378E-3	94.1945088E-3	1.4000000E+0
9.6782599E-3	103.3779777E-3	95.8288082E-3	1.5000000E+0
9.8167352E-3	86.7469739E-3	97.1074353E-3	1.6000000E+0
10.0116954E-3	111.7831315E-3	98.9076215E-3	1.7000000E+0
10.1902861E-3	123.7411288E-3	100.5566582E-3	1.8000001E+0
10.3611808E-3	117.9476496E-3	102.1346337E-3	1.9000000E+0
10.5606990E-3	94.5045350E-3	103.9769067E-3	2.0000000E+0
10.7096786E-3	118.3791494E-3	105.3525259E-3	2.1000001E+0
10.8950624E-3	106.9008616E-3	107.0642880E-3	2.2000000E+0
11.0654979E-3	112.1084315E-3	108.6380233E-3	2.3000000E+0
11.2426685E-3	118.3177291E-3	110.2739475E-3	2.4000001E+0
11.4038327E-3	112.9904911E-3	111.7620752E-3	2.5000000E+0
11.5496163E-3	115.5458263E-3	113.1081836E-3	2.6000001E+0
11.7523595E-3	82.5214063E-3	114.9802357E-3	2.7000000E+0
11.9197381E-3	92.3524009E-3	116.5257446E-3	2.8000000E+0
12.0956144E-3	88.3764812E-3	118.1497170E-3	2.9000001E+0
12.2470575E-3	109.1069623E-3	119.5480845E-3	3.0000000E+0
12.4556286E-3	97.3383429E-3	121.4739483E-3	3.1000001E+0
12.6005462E-3	133.4082276E-3	122.8120613E-3	3.2000000E+0
12.7935271E-3	114.4732747E-3	124.5939715E-3	3.3000000E+0
12.9660872E-3	110.8686518E-3	126.1873240E-3	3.4000001E+0
13.1299597E-3	102.6939930E-3	127.7004593E-3	3.5000000E+0
13.3181033E-3	97.6642361E-3	129.4377035E-3	3.6000001E+0
13.4917918E-3	93.8675840E-3	131.0414758E-3	3.7000000E+0
13.6875805E-3	94.3576463E-3	132.8493118E-3	3.8000000E+0
13.8617869E-3	100.2362018E-3	134.4578659E-3	3.9000001E+0
14.0573018E-3	93.2020351E-3	136.2631743E-3	4.0000000E+0
14.2391131E-3	89.8332049E-3	137.9419488E-3	4.0999999E+0
14.4249360E-3	97.9120940E-3	139.6577653E-3	4.2000003E+0
14.5647755E-3	108.3881175E-3	140.9489890E-3	4.3000002E+0
14.7650976E-3	121.1160735E-3	142.7986849E-3	4.4000001E+0
14.9167586E-3	103.4972436E-3	144.1990642E-3	4.5000000E+0
15.1269068E-3	102.1726918E-3	146.1394900E-3	4.5999999E+0
15.3161140E-3	115.3026109E-3	147.8865556E-3	4.7000003E+0
15.4732336E-3	117.8907222E-3	149.3373370E-3	4.8000002E+0
15.6662670E-3	102.3478070E-3	151.1197321E-3	4.9000001E+0
15.8217425E-3	100.3548538E-3	152.5553324E-3	5.0000000E+0
16.0163496E-3	122.1742076E-3	154.3522585E-3	5.0999999E+0
16.1797763E-3	121.4790654E-3	155.8612774E-3	5.2000003E+0
16.3865636E-3	121.3087991E-3	157.7706707E-3	5.3000002E+0
