bfield	diode	hall	time 		
326.9662472E-3	-3.4838614E+0	3.0255424E+0	1.8246000E+3
326.9640220E-3	-3.4855788E+0	3.0255219E+0	1.8247001E+3
326.9615627E-3	-3.4771004E+0	3.0254992E+0	1.8248000E+3
326.9598206E-3	-3.4732704E+0	3.0254831E+0	1.8249000E+3
326.9687248E-3	-3.4655782E+0	3.0255653E+0	1.8250000E+3
326.9491023E-3	-3.4482709E+0	3.0253841E+0	1.8251000E+3
326.9496493E-3	-3.4349558E+0	3.0253892E+0	1.8252001E+3
326.9441147E-3	-3.4133872E+0	3.0253381E+0	1.8253000E+3
326.9679505E-3	-3.4047201E+0	3.0255582E+0	1.8254000E+3
326.9433874E-3	-3.4061693E+0	3.0253314E+0	1.8255000E+3
326.9462354E-3	-3.3980299E+0	3.0253577E+0	1.8256000E+3
326.9528872E-3	-3.3794719E+0	3.0254191E+0	1.8257001E+3
326.9503795E-3	-3.3815599E+0	3.0253959E+0	1.8258000E+3
326.9444404E-3	-3.3665574E+0	3.0253411E+0	1.8259000E+3
326.9404986E-3	-3.3731989E+0	3.0253047E+0	1.8260000E+3
326.9405472E-3	-3.3819608E+0	3.0253051E+0	1.8261000E+3
326.9384925E-3	-3.3721528E+0	3.0252862E+0	1.8262001E+3
326.9494141E-3	-3.3523502E+0	3.0253870E+0	1.8263000E+3
326.9382813E-3	-3.3490783E+0	3.0252842E+0	1.8264000E+3
326.9319228E-3	-3.3590868E+0	3.0252255E+0	1.8265000E+3
326.9270190E-3	-3.3817753E+0	3.0251802E+0	1.8266000E+3
326.9225711E-3	-3.3894061E+0	3.0251392E+0	1.8267001E+3
326.9289441E-3	-3.4107570E+0	3.0251980E+0	1.8268000E+3
326.9410969E-3	-3.4031037E+0	3.0253102E+0	1.8269000E+3
326.9479599E-3	-3.3964343E+0	3.0253736E+0	1.8270000E+3
326.9203320E-3	-3.4081685E+0	3.0251185E+0	1.8271000E+3
326.9191827E-3	-3.4132238E+0	3.0251079E+0	1.8272001E+3
326.9341987E-3	-3.4194399E+0	3.0252465E+0	1.8273000E+3
326.9262447E-3	-3.4280735E+0	3.0251731E+0	1.8274000E+3
326.9353172E-3	-3.4379984E+0	3.0252569E+0	1.8275000E+3
326.9334596E-3	-3.4309882E+0	3.0252397E+0	1.8276000E+3
326.9108987E-3	-3.4329530E+0	3.0250314E+0	1.8277001E+3
326.9252241E-3	-3.4275776E+0	3.0251637E+0	1.8278000E+3
326.9382266E-3	-3.4085036E+0	3.0252837E+0	1.8279000E+3
326.9513386E-3	-3.3857380E+0	3.0254048E+0	1.8280000E+3
326.9354903E-3	-3.3801320E+0	3.0252585E+0	1.8281000E+3
326.9485230E-3	-3.3807022E+0	3.0253788E+0	1.8282001E+3
326.9395428E-3	-3.3832148E+0	3.0252959E+0	1.8283000E+3
326.9143276E-3	-3.3778370E+0	3.0250630E+0	1.8284000E+3
326.9303250E-3	-3.3766127E+0	3.0252108E+0	1.8285000E+3
326.9078507E-3	-3.3728540E+0	3.0250032E+0	1.8286000E+3
326.9388445E-3	-3.3874545E+0	3.0252894E+0	1.8287001E+3
326.9318882E-3	-3.3803623E+0	3.0252252E+0	1.8288000E+3
326.9218091E-3	-3.3656178E+0	3.0251321E+0	1.8289000E+3
326.9333893E-3	-3.3641893E+0	3.0252391E+0	1.8290000E+3
326.9190382E-3	-3.3556242E+0	3.0251065E+0	1.8291000E+3
326.9155807E-3	-3.3539246E+0	3.0250746E+0	1.8292001E+3
326.9148472E-3	-3.3662542E+0	3.0250678E+0	1.8293000E+3
326.9175142E-3	-3.3590948E+0	3.0250925E+0	1.8294000E+3
326.9095416E-3	-3.3600256E+0	3.0250189E+0	1.8295000E+3
326.9297754E-3	-3.3753751E+0	3.0252057E+0	1.8296000E+3
326.9124484E-3	-3.3796438E+0	3.0250457E+0	1.8297001E+3
326.9273855E-3	-3.3805600E+0	3.0251836E+0	1.8298000E+3
326.9103099E-3	-3.3857260E+0	3.0250259E+0	1.8299000E+3
326.9063949E-3	-3.3758289E+0	3.0249898E+0	1.8300000E+3
326.9065708E-3	-3.3568533E+0	3.0249914E+0	1.8301000E+3
326.9207851E-3	-3.3369701E+0	3.0251227E+0	1.8302001E+3
326.9048815E-3	-3.3341798E+0	3.0249758E+0	1.8303000E+3
326.8930912E-3	-3.3390765E+0	3.0248670E+0	1.8304000E+3
326.8980833E-3	-3.3366328E+0	3.0249130E+0	1.8305000E+3
326.9205275E-3	-3.3273776E+0	3.0251203E+0	1.8306000E+3
326.9246373E-3	-3.3387313E+0	3.0251582E+0	1.8307001E+3
326.9179644E-3	-3.3382754E+0	3.0250966E+0	1.8308000E+3
326.9272816E-3	-3.3323194E+0	3.0251827E+0	1.8309000E+3
326.9242738E-3	-3.3233588E+0	3.0251549E+0	1.8310000E+3
326.9192410E-3	-3.3243694E+0	3.0251084E+0	1.8311000E+3
326.9214670E-3	-3.3263623E+0	3.0251290E+0	1.8312001E+3
326.9190927E-3	-3.3428971E+0	3.0251070E+0	1.8313000E+3
326.9269563E-3	-3.3586067E+0	3.0251797E+0	1.8314000E+3
326.9350826E-3	-3.3578281E+0	3.0252547E+0	1.8315000E+3
326.9339799E-3	-3.3717407E+0	3.0252445E+0	1.8316000E+3
326.9278925E-3	-3.3718375E+0	3.0251883E+0	1.8317001E+3
326.9274894E-3	-3.3617368E+0	3.0251846E+0	1.8318000E+3
326.9265196E-3	-3.3552525E+0	3.0251756E+0	1.8319000E+3
326.9212823E-3	-3.3519309E+0	3.0251273E+0	1.8320000E+3
326.9406746E-3	-3.3582757E+0	3.0253063E+0	1.8321000E+3
326.9269904E-3	-3.3657216E+0	3.0251800E+0	1.8322001E+3
326.9252454E-3	-3.3642587E+0	3.0251639E+0	1.8323000E+3
326.9404779E-3	-3.3605222E+0	3.0253045E+0	1.8324000E+3
326.9298100E-3	-3.3784460E+0	3.0252060E+0	1.8325000E+3
326.9367328E-3	-3.3823641E+0	3.0252699E+0	1.8326000E+3
326.9448276E-3	-3.3748101E+0	3.0253447E+0	1.8327001E+3
326.9439762E-3	-3.3679272E+0	3.0253368E+0	1.8328000E+3
326.9383305E-3	-3.3603639E+0	3.0252847E+0	1.8329000E+3
326.9507302E-3	-3.3527426E+0	3.0253992E+0	1.8330000E+3
326.9320063E-3	-3.3415963E+0	3.0252263E+0	1.8331000E+3
326.9261386E-3	-3.3527772E+0	3.0251721E+0	1.8332001E+3
326.9367372E-3	-3.3599743E+0	3.0252700E+0	1.8333000E+3
326.9242034E-3	-3.3590839E+0	3.0251542E+0	1.8334000E+3
326.9118685E-3	-3.3434932E+0	3.0250403E+0	1.8335000E+3
326.9257520E-3	-3.3544007E+0	3.0251685E+0	1.8336000E+3
326.9349015E-3	-3.3676742E+0	3.0252530E+0	1.8337001E+3
326.9274413E-3	-3.3679954E+0	3.0251841E+0	1.8338000E+3
326.9145008E-3	-3.3635873E+0	3.0250646E+0	1.8339000E+3
326.9038256E-3	-3.3718229E+0	3.0249661E+0	1.8340000E+3
326.9239219E-3	-3.3641761E+0	3.0251516E+0	1.8341000E+3
326.9217750E-3	-3.3553499E+0	3.0251318E+0	1.8342001E+3
326.9209778E-3	-3.3466364E+0	3.0251244E+0	1.8343000E+3
326.9239923E-3	-3.3560005E+0	3.0251523E+0	1.8344000E+3
326.9359585E-3	-3.3656117E+0	3.0252628E+0	1.8345000E+3
326.9471281E-3	-3.3606510E+0	3.0253659E+0	1.8346000E+3
326.9353602E-3	-3.3591694E+0	3.0252572E+0	1.8347001E+3
326.9340010E-3	-3.3718344E+0	3.0252447E+0	1.8348000E+3
326.9217398E-3	-3.3655626E+0	3.0251315E+0	1.8349000E+3
326.9425215E-3	-3.3716406E+0	3.0253234E+0	1.8350000E+3
326.9447220E-3	-3.3733669E+0	3.0253437E+0	1.8351000E+3
326.9263464E-3	-3.3625524E+0	3.0251740E+0	1.8352001E+3
326.9315764E-3	-3.3663543E+0	3.0252223E+0	1.8353000E+3
326.9386685E-3	-3.3809382E+0	3.0252878E+0	1.8354000E+3
326.9438376E-3	-3.3833555E+0	3.0253355E+0	1.8355000E+3
326.9433142E-3	-3.3699530E+0	3.0253307E+0	1.8356000E+3
326.9376031E-3	-3.3631514E+0	3.0252780E+0	1.8357001E+3
326.9293771E-3	-3.3599295E+0	3.0252020E+0	1.8358000E+3
326.9524296E-3	-3.3708691E+0	3.0254149E+0	1.8359000E+3
326.9369797E-3	-3.3537782E+0	3.0252722E+0	1.8360000E+3
326.9246961E-3	-3.3641753E+0	3.0251588E+0	1.8361000E+3
326.9327865E-3	-3.3623858E+0	3.0252335E+0	1.8362001E+3
326.9387671E-3	-3.3697870E+0	3.0252887E+0	1.8363000E+3
326.9541939E-3	-3.3713013E+0	3.0254312E+0	1.8364000E+3
326.9414489E-3	-3.3720686E+0	3.0253135E+0	1.8365000E+3
326.9412053E-3	-3.3677475E+0	3.0253112E+0	1.8366000E+3
326.9306759E-3	-3.3656066E+0	3.0252140E+0	1.8367001E+3
326.9132226E-3	-3.3571997E+0	3.0250528E+0	1.8368000E+3
326.9288402E-3	-3.3353772E+0	3.0251970E+0	1.8369000E+3
326.9397243E-3	-3.3333010E+0	3.0252975E+0	1.8370000E+3
326.9206661E-3	-3.3337557E+0	3.0251216E+0	1.8371000E+3
326.9119556E-3	-3.3353614E+0	3.0250411E+0	1.8372001E+3
326.9447728E-3	-3.3166011E+0	3.0253442E+0	1.8373000E+3
326.9353602E-3	-3.2914771E+0	3.0252572E+0	1.8374000E+3
326.9307105E-3	-3.2999901E+0	3.0252143E+0	1.8375000E+3
326.9356065E-3	-3.2944064E+0	3.0252595E+0	1.8376000E+3
326.9239911E-3	-3.2983923E+0	3.0251523E+0	1.8377001E+3
326.9053742E-3	-3.3035538E+0	3.0249804E+0	1.8378000E+3
326.9410668E-3	-3.2928298E+0	3.0253099E+0	1.8379000E+3
326.9083306E-3	-3.2798989E+0	3.0250077E+0	1.8380000E+3
326.9159326E-3	-3.2760089E+0	3.0250779E+0	1.8381000E+3
326.9051837E-3	-3.2734361E+0	3.0249786E+0	1.8382001E+3
326.9162142E-3	-3.2627457E+0	3.0250805E+0	1.8383000E+3
326.8992609E-3	-3.2422898E+0	3.0249239E+0	1.8384000E+3
326.9094786E-3	-3.2454131E+0	3.0250183E+0	1.8385000E+3
326.8842925E-3	-3.2387421E+0	3.0247857E+0	1.8386000E+3
326.9102311E-3	-3.2550155E+0	3.0250252E+0	1.8387001E+3
326.9360791E-3	-3.2599798E+0	3.0252639E+0	1.8388000E+3
326.9318189E-3	-3.2557525E+0	3.0252246E+0	1.8389000E+3
326.9267374E-3	-3.2601157E+0	3.0251776E+0	1.8390000E+3
326.9018240E-3	-3.2675505E+0	3.0249476E+0	1.8391000E+3
326.9236755E-3	-3.2646137E+0	3.0251494E+0	1.8392001E+3
326.9120260E-3	-3.2604309E+0	3.0250418E+0	1.8393000E+3
326.9003000E-3	-3.2516671E+0	3.0249335E+0	1.8394000E+3
326.9234643E-3	-3.2501159E+0	3.0251474E+0	1.8395000E+3
326.8838132E-3	-3.2581172E+0	3.0247813E+0	1.8396000E+3
326.9151232E-3	-3.2615404E+0	3.0250704E+0	1.8397001E+3
326.9199387E-3	-3.2697016E+0	3.0251149E+0	1.8398000E+3
326.9167421E-3	-3.2578652E+0	3.0250853E+0	1.8399000E+3
326.9103791E-3	-3.2556600E+0	3.0250266E+0	1.8400000E+3
326.9028631E-3	-3.2569860E+0	3.0249572E+0	1.8401000E+3
326.9031569E-3	-3.2689089E+0	3.0249599E+0	1.8402001E+3
326.8847484E-3	-3.2818863E+0	3.0247899E+0	1.8403000E+3
326.9069580E-3	-3.2939059E+0	3.0249950E+0	1.8404000E+3
326.9059021E-3	-3.3053044E+0	3.0249852E+0	1.8405000E+3
326.9154014E-3	-3.2998549E+0	3.0250730E+0	1.8406000E+3
326.8928186E-3	-3.3048661E+0	3.0248644E+0	1.8407001E+3
326.8943582E-3	-3.3082032E+0	3.0248787E+0	1.8408000E+3
326.9063613E-3	-3.3026312E+0	3.0249895E+0	1.8409000E+3
326.9158271E-3	-3.3021057E+0	3.0250769E+0	1.8410000E+3
326.8876232E-3	-3.2982711E+0	3.0248165E+0	1.8411000E+3
326.9134338E-3	-3.2929404E+0	3.0250548E+0	1.8412001E+3
326.9100199E-3	-3.2860916E+0	3.0250233E+0	1.8413000E+3
326.9064306E-3	-3.2748935E+0	3.0249901E+0	1.8414000E+3
326.8978408E-3	-3.2721875E+0	3.0249108E+0	1.8415000E+3
326.9261743E-3	-3.2701454E+0	3.0251724E+0	1.8416000E+3
326.9225845E-3	-3.2761158E+0	3.0251393E+0	1.8417001E+3
326.9152282E-3	-3.2823775E+0	3.0250714E+0	1.8418000E+3
326.9029670E-3	-3.2722105E+0	3.0249581E+0	1.8419000E+3
326.8960476E-3	-3.2628474E+0	3.0248943E+0	1.8420000E+3
326.9007849E-3	-3.2603313E+0	3.0249380E+0	1.8421000E+3
326.8998838E-3	-3.2624961E+0	3.0249297E+0	1.8422001E+3
326.9106534E-3	-3.2632793E+0	3.0250291E+0	1.8423000E+3
326.9122148E-3	-3.2720110E+0	3.0250435E+0	1.8424000E+3
326.8854065E-3	-3.2790713E+0	3.0247960E+0	1.8425000E+3
326.9057965E-3	-3.2824457E+0	3.0249843E+0	1.8426000E+3
326.9121668E-3	-3.3090979E+0	3.0250431E+0	1.8427001E+3
326.8992263E-3	-3.3158239E+0	3.0249236E+0	1.8428000E+3
326.9276173E-3	-3.3237828E+0	3.0251858E+0	1.8429000E+3
326.9272816E-3	-3.3309196E+0	3.0251827E+0	1.8430000E+3
326.9276525E-3	-3.3279815E+0	3.0251861E+0	1.8431000E+3
326.9031055E-3	-3.3171381E+0	3.0249594E+0	1.8432001E+3
326.9184315E-3	-3.3054822E+0	3.0251009E+0	1.8433000E+3
326.9192806E-3	-3.3094820E+0	3.0251088E+0	1.8434000E+3
326.9344099E-3	-3.3135975E+0	3.0252485E+0	1.8435000E+3
326.9174103E-3	-3.2950077E+0	3.0250915E+0	1.8436000E+3
326.9284268E-3	-3.2928235E+0	3.0251932E+0	1.8437001E+3
326.9287709E-3	-3.2806518E+0	3.0251964E+0	1.8438000E+3
326.9231124E-3	-3.2711531E+0	3.0251442E+0	1.8439000E+3
326.8974945E-3	-3.2648503E+0	3.0249076E+0	1.8440000E+3
326.9196633E-3	-3.2708893E+0	3.0251123E+0	1.8441000E+3
326.9078507E-3	-3.2815738E+0	3.0250032E+0	1.8442001E+3
326.8979101E-3	-3.2785458E+0	3.0249115E+0	1.8443000E+3
326.9065356E-3	-3.2739489E+0	3.0249911E+0	1.8444000E+3
326.9302603E-3	-3.2792187E+0	3.0252102E+0	1.8445000E+3
326.9122020E-3	-3.2817347E+0	3.0250434E+0	1.8446000E+3
326.9153321E-3	-3.2783011E+0	3.0250723E+0	1.8447001E+3
326.9042128E-3	-3.2806934E+0	3.0249696E+0	1.8448000E+3
326.9108987E-3	-3.2762965E+0	3.0250314E+0	1.8449000E+3
326.9151584E-3	-3.2803785E+0	3.0250707E+0	1.8450000E+3
326.8972090E-3	-3.2657394E+0	3.0249050E+0	1.8451000E+3
326.8943080E-3	-3.2555231E+0	3.0248782E+0	1.8452001E+3
326.9185723E-3	-3.2640352E+0	3.0251022E+0	1.8453000E+3
326.8960744E-3	-3.2726333E+0	3.0248945E+0	1.8454000E+3
326.9130115E-3	-3.2678646E+0	3.0250509E+0	1.8455000E+3
326.9118149E-3	-3.2662164E+0	3.0250398E+0	1.8456000E+3
326.9096680E-3	-3.2708486E+0	3.0250200E+0	1.8457001E+3
326.9139120E-3	-3.2788656E+0	3.0250592E+0	1.8458000E+3
326.9013045E-3	-3.2778847E+0	3.0249428E+0	1.8459000E+3
326.9053038E-3	-3.2844703E+0	3.0249797E+0	1.8460000E+3
326.9020659E-3	-3.2866418E+0	3.0249498E+0	1.8461000E+3
326.8983847E-3	-3.2769048E+0	3.0249158E+0	1.8462001E+3
326.9056067E-3	-3.2847807E+0	3.0249825E+0	1.8463000E+3
326.8803496E-3	-3.2839098E+0	3.0247493E+0	1.8464000E+3
326.8933381E-3	-3.2775057E+0	3.0248692E+0	1.8465000E+3
326.8964699E-3	-3.2802700E+0	3.0248982E+0	1.8466000E+3
326.9108640E-3	-3.2747988E+0	3.0250311E+0	1.8467001E+3
326.9224437E-3	-3.2833670E+0	3.0251380E+0	1.8468000E+3
326.9113143E-3	-3.2857180E+0	3.0250352E+0	1.8469000E+3
326.8907684E-3	-3.2702799E+0	3.0248455E+0	1.8470000E+3
326.9037290E-3	-3.2708277E+0	3.0249652E+0	1.8471000E+3
326.9144316E-3	-3.2583030E+0	3.0250640E+0	1.8472001E+3
326.9328290E-3	-3.2649311E+0	3.0252339E+0	1.8473000E+3
326.9112104E-3	-3.2429870E+0	3.0250343E+0	1.8474000E+3
326.9132578E-3	-3.2531255E+0	3.0250532E+0	1.8475000E+3
326.8918142E-3	-3.2546241E+0	3.0248552E+0	1.8476000E+3
326.9005771E-3	-3.2628825E+0	3.0249361E+0	1.8477001E+3
326.9004117E-3	-3.2584677E+0	3.0249345E+0	1.8478000E+3
326.9006229E-3	-3.2669574E+0	3.0249365E+0	1.8479000E+3
326.9097557E-3	-3.2617720E+0	3.0250208E+0	1.8480000E+3
326.8870729E-3	-3.2441896E+0	3.0248114E+0	1.8481000E+3
326.8993302E-3	-3.2340001E+0	3.0249246E+0	1.8482001E+3
326.8748771E-3	-3.2400696E+0	3.0246988E+0	1.8483000E+3
326.8753530E-3	-3.2436281E+0	3.0247032E+0	1.8484000E+3
326.8798932E-3	-3.2356083E+0	3.0247451E+0	1.8485000E+3
326.8882813E-3	-3.2345042E+0	3.0248225E+0	1.8486000E+3
326.8867210E-3	-3.2420113E+0	3.0248081E+0	1.8487001E+3
326.8708593E-3	-3.2493961E+0	3.0246617E+0	1.8488000E+3
326.8820401E-3	-3.2345964E+0	3.0247649E+0	1.8489000E+3
326.8663784E-3	-3.2347868E+0	3.0246203E+0	1.8490000E+3
326.8948048E-3	-3.2193189E+0	3.0248828E+0	1.8491000E+3
326.8771128E-3	-3.2092668E+0	3.0247194E+0	1.8492001E+3
326.8803155E-3	-3.2112716E+0	3.0247490E+0	1.8493000E+3
326.8447090E-3	-3.2103916E+0	3.0244202E+0	1.8494000E+3
326.8559959E-3	-3.2024440E+0	3.0245244E+0	1.8495000E+3
326.8813540E-3	-3.2215148E+0	3.0247586E+0	1.8496000E+3
326.8828847E-3	-3.2138094E+0	3.0247727E+0	1.8497001E+3
326.8920566E-3	-3.2009656E+0	3.0248574E+0	1.8498000E+3
326.8718688E-3	-3.2003898E+0	3.0246710E+0	1.8499000E+3
326.8952085E-3	-3.1983783E+0	3.0248865E+0	1.8500000E+3
326.8581428E-3	-3.1832526E+0	3.0245443E+0	1.8501000E+3
326.8630315E-3	-3.1697768E+0	3.0245894E+0	1.8502001E+3
326.8525468E-3	-3.1733110E+0	3.0244926E+0	1.8503000E+3
326.8640907E-3	-3.1784768E+0	3.0245992E+0	1.8504000E+3
326.8631646E-3	-3.1857491E+0	3.0245906E+0	1.8505000E+3
326.8815473E-3	-3.1786123E+0	3.0247604E+0	1.8506000E+3
326.8872489E-3	-3.1759673E+0	3.0248130E+0	1.8507001E+3
326.8462676E-3	-3.1826670E+0	3.0244346E+0	1.8508000E+3
326.8597757E-3	-3.1821598E+0	3.0245593E+0	1.8509000E+3
326.8721601E-3	-3.1972244E+0	3.0246737E+0	1.8510000E+3
326.8661488E-3	-3.1874198E+0	3.0246182E+0	1.8511000E+3
326.8407605E-3	-3.1809950E+0	3.0243838E+0	1.8512001E+3
326.8617327E-3	-3.1864767E+0	3.0245774E+0	1.8513000E+3
326.8535066E-3	-3.1829254E+0	3.0245014E+0	1.8514000E+3
326.8384337E-3	-3.1778099E+0	3.0243623E+0	1.8515000E+3
326.8514284E-3	-3.1680351E+0	3.0244823E+0	1.8516000E+3
326.8633516E-3	-3.1717602E+0	3.0245924E+0	1.8517001E+3
326.8760569E-3	-3.1696579E+0	3.0247097E+0	1.8518000E+3
326.8702223E-3	-3.1681595E+0	3.0246558E+0	1.8519000E+3
326.8658153E-3	-3.1759696E+0	3.0246151E+0	1.8520000E+3
326.8544473E-3	-3.1841677E+0	3.0245101E+0	1.8521000E+3
326.8576283E-3	-3.1675473E+0	3.0245395E+0	1.8522001E+3
326.8478307E-3	-3.1730139E+0	3.0244490E+0	1.8523000E+3
326.8457481E-3	-3.1864824E+0	3.0244298E+0	1.8524000E+3
326.8392432E-3	-3.1768873E+0	3.0243697E+0	1.8525000E+3
326.8405873E-3	-3.1726113E+0	3.0243822E+0	1.8526000E+3
326.8373779E-3	-3.1646234E+0	3.0243525E+0	1.8527001E+3
326.8471335E-3	-3.1543984E+0	3.0244426E+0	1.8528000E+3
326.8513854E-3	-3.1559927E+0	3.0244819E+0	1.8529000E+3
326.8453671E-3	-3.1507837E+0	3.0244263E+0	1.8530000E+3
326.8686539E-3	-3.1527365E+0	3.0246413E+0	1.8531000E+3
326.8602545E-3	-3.1485999E+0	3.0245638E+0	1.8532001E+3
326.8509781E-3	-3.1577686E+0	3.0244781E+0	1.8533000E+3
326.8458321E-3	-3.1388791E+0	3.0244306E+0	1.8534000E+3
326.8235804E-3	-3.1403121E+0	3.0242251E+0	1.8535000E+3
326.8520922E-3	-3.1452880E+0	3.0244884E+0	1.8536000E+3
326.8336601E-3	-3.1310809E+0	3.0243182E+0	1.8537001E+3
326.8661488E-3	-3.1270669E+0	3.0246182E+0	1.8538000E+3
326.8727838E-3	-3.1246681E+0	3.0246794E+0	1.8539000E+3
326.8386823E-3	-3.1240053E+0	3.0243646E+0	1.8540000E+3
326.8511742E-3	-3.1172619E+0	3.0244799E+0	1.8541000E+3
326.8343528E-3	-3.1057879E+0	3.0243246E+0	1.8542001E+3
326.8540954E-3	-3.1007112E+0	3.0245069E+0	1.8543000E+3
326.8310428E-3	-3.1081272E+0	3.0242940E+0	1.8544000E+3
326.8638974E-3	-3.1044725E+0	3.0245974E+0	1.8545000E+3
326.8321707E-3	-3.1005729E+0	3.0243044E+0	1.8546000E+3
326.8522653E-3	-3.0983889E+0	3.0244900E+0	1.8547001E+3
326.8528485E-3	-3.0998489E+0	3.0244954E+0	1.8548000E+3
326.8427627E-3	-3.1064743E+0	3.0244022E+0	1.8549000E+3
326.8674303E-3	-3.1369514E+0	3.0246300E+0	1.8550000E+3
326.8613103E-3	-3.1388695E+0	3.0245735E+0	1.8551000E+3
326.8779597E-3	-3.1494150E+0	3.0247272E+0	1.8552001E+3
326.8767256E-3	-3.1792427E+0	3.0247158E+0	1.8553000E+3
326.8946398E-3	-3.1850104E+0	3.0248813E+0	1.8554000E+3
326.8702012E-3	-3.1751174E+0	3.0246556E+0	1.8555000E+3
326.8485346E-3	-3.1694480E+0	3.0244555E+0	1.8556000E+3
326.8559365E-3	-3.1629583E+0	3.0245239E+0	1.8557001E+3
326.8716576E-3	-3.1629621E+0	3.0246690E+0	1.8558000E+3
326.8789077E-3	-3.1692774E+0	3.0247360E+0	1.8559000E+3
326.8748078E-3	-3.1715658E+0	3.0246981E+0	1.8560000E+3
326.8550808E-3	-3.1645451E+0	3.0245160E+0	1.8561000E+3
326.8600961E-3	-3.1630169E+0	3.0245623E+0	1.8562001E+3
326.8911907E-3	-3.1707847E+0	3.0248494E+0	1.8563000E+3
326.8724179E-3	-3.1730482E+0	3.0246761E+0	1.8564000E+3
326.8708833E-3	-3.1717040E+0	3.0246619E+0	1.8565000E+3
326.8791893E-3	-3.1710833E+0	3.0247386E+0	1.8566000E+3
326.8814233E-3	-3.1674335E+0	3.0247592E+0	1.8567001E+3
326.8880734E-3	-3.1845542E+0	3.0248206E+0	1.8568000E+3
326.8969626E-3	-3.1906279E+0	3.0249027E+0	1.8569000E+3
326.8554808E-3	-3.1846415E+0	3.0245197E+0	1.8570000E+3
326.8542010E-3	-3.1712662E+0	3.0245079E+0	1.8571000E+3
326.8699934E-3	-3.1659924E+0	3.0246537E+0	1.8572001E+3
326.8617327E-3	-3.1757021E+0	3.0245774E+0	1.8573000E+3
326.8671879E-3	-3.1763423E+0	3.0246278E+0	1.8574000E+3
326.8716576E-3	-3.1790386E+0	3.0246690E+0	1.8575000E+3
326.8789988E-3	-3.1611987E+0	3.0247368E+0	1.8576000E+3
326.8657449E-3	-3.1672700E+0	3.0246144E+0	1.8577001E+3
326.8662527E-3	-3.1751110E+0	3.0246191E+0	1.8578000E+3
326.8704610E-3	-3.1965769E+0	3.0246580E+0	1.8579000E+3
326.8842221E-3	-3.1898876E+0	3.0247851E+0	1.8580000E+3
326.8676381E-3	-3.1947106E+0	3.0246319E+0	1.8581000E+3
326.8729028E-3	-3.1715853E+0	3.0246805E+0	1.8582001E+3
326.8589875E-3	-3.1671465E+0	3.0245521E+0	1.8583000E+3
326.8660795E-3	-3.1719985E+0	3.0246175E+0	1.8584000E+3
326.8513938E-3	-3.1739453E+0	3.0244819E+0	1.8585000E+3
326.8710512E-3	-3.1566217E+0	3.0246634E+0	1.8586000E+3
326.8443101E-3	-3.1492070E+0	3.0244165E+0	1.8587001E+3
326.8694755E-3	-3.1564204E+0	3.0246489E+0	1.8588000E+3
326.8813362E-3	-3.1557815E+0	3.0247584E+0	1.8589000E+3
326.8746843E-3	-3.1523374E+0	3.0246970E+0	1.8590000E+3
326.8679845E-3	-3.1424568E+0	3.0246351E+0	1.8591000E+3
326.8587411E-3	-3.1609561E+0	3.0245498E+0	1.8592001E+3
326.8483804E-3	-3.1778633E+0	3.0244541E+0	1.8593000E+3
326.8547535E-3	-3.1848376E+0	3.0245130E+0	1.8594000E+3
326.8740458E-3	-3.1959010E+0	3.0246911E+0	1.8595000E+3
326.8692626E-3	-3.1883026E+0	3.0246469E+0	1.8596000E+3
326.8778596E-3	-3.1833615E+0	3.0247263E+0	1.8597001E+3
326.8744495E-3	-3.1807156E+0	3.0246948E+0	1.8598000E+3
326.8749810E-3	-3.1864005E+0	3.0246997E+0	1.8599000E+3
326.8550105E-3	-3.1685930E+0	3.0245153E+0	1.8600000E+3
326.8871036E-3	-3.1857395E+0	3.0248117E+0	1.8601000E+3
326.8606763E-3	-3.1891282E+0	3.0245676E+0	1.8602001E+3
326.8849260E-3	-3.2026159E+0	3.0247916E+0	1.8603000E+3
326.8571087E-3	-3.2037010E+0	3.0245347E+0	1.8604000E+3
326.8830255E-3	-3.2001539E+0	3.0247740E+0	1.8605000E+3
326.8709889E-3	-3.1813632E+0	3.0246629E+0	1.8606000E+3
326.8671538E-3	-3.1678752E+0	3.0246275E+0	1.8607001E+3
326.8641611E-3	-3.1611504E+0	3.0245998E+0	1.8608000E+3
326.8489569E-3	-3.1485813E+0	3.0244594E+0	1.8609000E+3
326.8497659E-3	-3.1559914E+0	3.0244669E+0	1.8610000E+3
326.8459654E-3	-3.1509634E+0	3.0244318E+0	1.8611000E+3
326.8558618E-3	-3.1343500E+0	3.0245232E+0	1.8612001E+3
326.8490273E-3	-3.1313440E+0	3.0244601E+0	1.8613000E+3
326.8549267E-3	-3.1243625E+0	3.0245146E+0	1.8614000E+3
326.8632812E-3	-3.1310119E+0	3.0245917E+0	1.8615000E+3
326.8536105E-3	-3.1376192E+0	3.0245024E+0	1.8616000E+3
326.8587763E-3	-3.1183778E+0	3.0245501E+0	1.8617001E+3
326.8467045E-3	-3.0958138E+0	3.0244386E+0	1.8618000E+3
326.8552037E-3	-3.1073825E+0	3.0245171E+0	1.8619000E+3
326.8389616E-3	-3.1142890E+0	3.0243671E+0	1.8620000E+3
326.8288803E-3	-3.1131315E+0	3.0242741E+0	1.8621000E+3
326.8446051E-3	-3.1106980E+0	3.0244193E+0	1.8622001E+3
326.8502240E-3	-3.0973347E+0	3.0244711E+0	1.8623000E+3
