bfield	diode	hall	time 		
324.6408803E-3	-4.0908293E+0	3.0040709E+0	340.5000000E+0
324.6348173E-3	-4.0895982E+0	3.0040149E+0	340.6000061E+0
324.6466075E-3	-4.0957197E+0	3.0041238E+0	340.7000122E+0
324.6281688E-3	-4.0927991E+0	3.0039535E+0	340.8000183E+0
324.6445310E-3	-4.0994020E+0	3.0041046E+0	340.8999939E+0
324.6503013E-3	-4.1036050E+0	3.0041579E+0	341.0000000E+0
324.6423489E-3	-4.1007588E+0	3.0040845E+0	341.1000061E+0
324.6586140E-3	-4.0963935E+0	3.0042347E+0	341.2000122E+0
324.6384904E-3	-4.0909374E+0	3.0040488E+0	341.3000183E+0
324.6553710E-3	-4.0925896E+0	3.0042047E+0	341.3999939E+0
324.6415747E-3	-4.0840209E+0	3.0040773E+0	341.5000000E+0
324.6469070E-3	-4.0710288E+0	3.0041266E+0	341.6000061E+0
324.6569861E-3	-4.0666780E+0	3.0042196E+0	341.7000122E+0
324.6409764E-3	-4.0825475E+0	3.0040718E+0	341.8000183E+0
324.6498454E-3	-4.0926867E+0	3.0041537E+0	341.8999939E+0
324.6567436E-3	-4.0898990E+0	3.0042174E+0	342.0000000E+0
324.6478041E-3	-4.0951153E+0	3.0041348E+0	342.1000061E+0
324.6647446E-3	-4.1055022E+0	3.0042913E+0	342.2000122E+0
324.6463528E-3	-4.1134464E+0	3.0041214E+0	342.3000183E+0
324.6917624E-3	-4.0901496E+0	3.0045407E+0	342.3999939E+0
324.6859419E-3	-4.0826532E+0	3.0044870E+0	342.5000000E+0
324.6530482E-3	-4.0741713E+0	3.0041833E+0	342.6000061E+0
324.6712087E-3	-4.0752092E+0	3.0043510E+0	342.7000122E+0
324.6518599E-3	-4.0904913E+0	3.0041723E+0	342.8000183E+0
324.6327056E-3	-4.1104203E+0	3.0039954E+0	342.8999939E+0
324.6589603E-3	-4.1003192E+0	3.0042379E+0	343.0000000E+0
324.6797962E-3	-4.0959777E+0	3.0044303E+0	343.1000061E+0
324.6583715E-3	-4.0883891E+0	3.0042324E+0	343.2000122E+0
324.6456573E-3	-4.0778805E+0	3.0041150E+0	343.3000183E+0
324.6669266E-3	-4.0717059E+0	3.0043114E+0	343.3999939E+0
324.6528018E-3	-4.0825342E+0	3.0041810E+0	343.5000000E+0
324.6543191E-3	-4.0688163E+0	3.0041950E+0	343.6000061E+0
324.6586441E-3	-4.0470518E+0	3.0042349E+0	343.7000122E+0
324.6515828E-3	-4.0468110E+0	3.0041697E+0	343.8000183E+0
324.6681043E-3	-4.0515325E+0	3.0043223E+0	343.8999939E+0
324.6758544E-3	-4.0504046E+0	3.0043939E+0	344.0000000E+0
324.6917272E-3	-4.0613845E+0	3.0045404E+0	344.1000061E+0
324.6626664E-3	-4.0711942E+0	3.0042721E+0	344.2000122E+0
324.6668227E-3	-4.0697109E+0	3.0043105E+0	344.3000183E+0
324.6768047E-3	-4.0663056E+0	3.0044026E+0	344.3999939E+0
324.6512018E-3	-4.0647454E+0	3.0041662E+0	344.5000000E+0
324.6467991E-3	-4.0464621E+0	3.0041256E+0	344.6000061E+0
324.6505042E-3	-4.0379766E+0	3.0041598E+0	344.7000122E+0
324.6615653E-3	-4.0423036E+0	3.0042619E+0	344.8000183E+0
324.6495393E-3	-4.0378111E+0	3.0041509E+0	344.8999939E+0
324.6508309E-3	-4.0628231E+0	3.0041628E+0	345.0000000E+0
324.6604843E-3	-4.0754141E+0	3.0042519E+0	345.1000061E+0
324.6491415E-3	-4.0658168E+0	3.0041472E+0	345.2000122E+0
324.6533649E-3	-4.0724460E+0	3.0041862E+0	345.3000183E+0
324.6629089E-3	-4.0745817E+0	3.0042743E+0	345.3999939E+0
324.6544208E-3	-4.0684868E+0	3.0041959E+0	345.5000000E+0
324.6593760E-3	-4.0737837E+0	3.0042417E+0	345.6000061E+0
324.6547347E-3	-4.0785388E+0	3.0041988E+0	345.7000122E+0
324.6512884E-3	-4.0799315E+0	3.0041670E+0	345.8000183E+0
324.6377736E-3	-4.0729900E+0	3.0040422E+0	345.8999939E+0
324.6309458E-3	-4.0737391E+0	3.0039792E+0	346.0000000E+0
324.6533000E-3	-4.0836749E+0	3.0041856E+0	346.1000061E+0
324.6534001E-3	-4.0841808E+0	3.0041865E+0	346.2000122E+0
324.6712791E-3	-4.0840473E+0	3.0043516E+0	346.3000183E+0
324.6702232E-3	-4.0913010E+0	3.0043419E+0	346.3999939E+0
324.6870849E-3	-4.1049076E+0	3.0044976E+0	346.5000000E+0
324.6687624E-3	-4.0996425E+0	3.0043284E+0	346.6000061E+0
324.6810280E-3	-4.0981869E+0	3.0044416E+0	346.7000122E+0
324.6789108E-3	-4.0996809E+0	3.0044221E+0	346.8000183E+0
324.6763471E-3	-4.0998391E+0	3.0043984E+0	346.8999939E+0
324.6692473E-3	-4.1014603E+0	3.0043328E+0	347.0000000E+0
324.6613849E-3	-4.1086159E+0	3.0042602E+0	347.1000061E+0
324.6845475E-3	-4.1037447E+0	3.0044741E+0	347.2000122E+0
324.6669149E-3	-4.0949008E+0	3.0043113E+0	347.3000183E+0
324.6869810E-3	-4.0878803E+0	3.0044966E+0	347.3999939E+0
324.6898267E-3	-4.0904785E+0	3.0045229E+0	347.5000000E+0
324.7046454E-3	-4.0915841E+0	3.0046597E+0	347.6000061E+0
324.6871195E-3	-4.0741640E+0	3.0044979E+0	347.7000122E+0
324.6594888E-3	-4.0661346E+0	3.0042427E+0	347.8000183E+0
324.6731444E-3	-4.0697545E+0	3.0043688E+0	347.8999939E+0
324.6774214E-3	-4.0703860E+0	3.0044083E+0	348.0000000E+0
324.7047147E-3	-4.0706012E+0	3.0046603E+0	348.1000061E+0
324.6783884E-3	-4.0795161E+0	3.0044173E+0	348.2000122E+0
324.6864480E-3	-4.0821416E+0	3.0044917E+0	348.3000183E+0
324.6856994E-3	-4.0730309E+0	3.0044848E+0	348.3999939E+0
324.6705400E-3	-4.0717427E+0	3.0043448E+0	348.5000000E+0
324.6760304E-3	-4.0683393E+0	3.0043955E+0	348.6000061E+0
324.6860804E-3	-4.0662440E+0	3.0044883E+0	348.7000122E+0
324.6859765E-3	-4.0590833E+0	3.0044873E+0	348.8000183E+0
324.6903546E-3	-4.0551593E+0	3.0045277E+0	348.8999939E+0
324.6642401E-3	-4.0451725E+0	3.0042866E+0	349.0000000E+0
324.6827207E-3	-4.0489755E+0	3.0044573E+0	349.1000061E+0
324.6781069E-3	-4.0557377E+0	3.0044147E+0	349.2000122E+0
324.6870502E-3	-4.0706556E+0	3.0044972E+0	349.3000183E+0
324.6746851E-3	-4.0852412E+0	3.0043831E+0	349.3999939E+0
324.6859553E-3	-4.0764932E+0	3.0044871E+0	349.5000000E+0
324.6785990E-3	-4.0743089E+0	3.0044192E+0	349.6000061E+0
324.6796202E-3	-4.0679899E+0	3.0044286E+0	349.7000122E+0
324.6835174E-3	-4.0576848E+0	3.0044646E+0	349.8000183E+0
324.7037639E-3	-4.0473823E+0	3.0046516E+0	349.8999939E+0
324.6974065E-3	-4.0381478E+0	3.0045929E+0	350.0000000E+0
324.6966193E-3	-4.0344824E+0	3.0045856E+0	350.1000061E+0
324.6886089E-3	-4.0288348E+0	3.0045116E+0	350.2000122E+0
324.6717366E-3	-4.0181186E+0	3.0043558E+0	350.3000183E+0
324.6860458E-3	-4.0097190E+0	3.0044880E+0	350.3999939E+0
324.7027080E-3	-4.0070834E+0	3.0046418E+0	350.5000000E+0
324.6762091E-3	-4.0094021E+0	3.0043971E+0	350.6000061E+0
324.6695897E-3	-4.0221694E+0	3.0043360E+0	350.7000122E+0
324.7028097E-3	-4.0368519E+0	3.0046427E+0	350.8000183E+0
324.6922904E-3	-4.0353394E+0	3.0045456E+0	350.8999939E+0
324.6758544E-3	-4.0359360E+0	3.0043939E+0	351.0000000E+0
324.6895441E-3	-4.0376771E+0	3.0045203E+0	351.1000061E+0
324.6820487E-3	-4.0572095E+0	3.0044510E+0	351.2000122E+0
324.6849721E-3	-4.0595336E+0	3.0044780E+0	351.3000183E+0
324.6880547E-3	-4.0650032E+0	3.0045065E+0	351.3999939E+0
324.6835269E-3	-4.0690766E+0	3.0044647E+0	351.5000000E+0
324.6553358E-3	-4.0557527E+0	3.0042044E+0	351.6000061E+0
324.6546655E-3	-4.0501214E+0	3.0041982E+0	351.7000122E+0
324.6646624E-3	-4.0452859E+0	3.0042905E+0	351.8000183E+0
324.6688663E-3	-4.0584786E+0	3.0043293E+0	351.8999939E+0
324.6932054E-3	-4.0490793E+0	3.0045541E+0	352.0000000E+0
324.6803308E-3	-4.0671603E+0	3.0044352E+0	352.1000061E+0
324.6923959E-3	-4.0649407E+0	3.0045466E+0	352.2000122E+0
324.6762784E-3	-4.0622566E+0	3.0043978E+0	352.3000183E+0
324.6739231E-3	-4.0503495E+0	3.0043760E+0	352.3999939E+0
324.6999276E-3	-4.0560123E+0	3.0046161E+0	352.5000000E+0
324.6780717E-3	-4.0578003E+0	3.0044143E+0	352.6000061E+0
324.6826515E-3	-4.0785557E+0	3.0044566E+0	352.7000122E+0
324.7010539E-3	-4.0808261E+0	3.0046265E+0	352.8000183E+0
324.6993461E-3	-4.0891963E+0	3.0046108E+0	352.8999939E+0
324.7066889E-3	-4.0958898E+0	3.0046786E+0	353.0000000E+0
324.7115419E-3	-4.1024841E+0	3.0047234E+0	353.1000061E+0
324.6950004E-3	-4.0948543E+0	3.0045706E+0	353.2000122E+0
324.6526566E-3	-4.0852818E+0	3.0041797E+0	353.3000183E+0
324.6570956E-3	-4.0970203E+0	3.0042206E+0	353.3999939E+0
324.6924189E-3	-4.0928128E+0	3.0045468E+0	353.5000000E+0
324.6639937E-3	-4.0851155E+0	3.0042843E+0	353.6000061E+0
324.6720182E-3	-4.0723967E+0	3.0043584E+0	353.7000122E+0
324.7112252E-3	-4.0763951E+0	3.0047205E+0	353.8000183E+0
324.6827554E-3	-4.0788407E+0	3.0044576E+0	353.8999939E+0
324.6820487E-3	-4.0802525E+0	3.0044510E+0	354.0000000E+0
324.6841062E-3	-4.0648714E+0	3.0044700E+0	354.1000061E+0
324.6954579E-3	-4.0688813E+0	3.0045749E+0	354.2000122E+0
324.6985148E-3	-4.0617238E+0	3.0046031E+0	354.3000183E+0
324.6925367E-3	-4.0529108E+0	3.0045479E+0	354.3999939E+0
324.7024287E-3	-4.0798215E+0	3.0046392E+0	354.5000000E+0
324.7086632E-3	-4.0933575E+0	3.0046968E+0	354.6000061E+0
324.6895452E-3	-4.0864345E+0	3.0045203E+0	354.7000122E+0
324.7011125E-3	-4.0757173E+0	3.0046271E+0	354.8000183E+0
324.6856385E-3	-4.0681394E+0	3.0044842E+0	354.8999939E+0
324.6965406E-3	-4.0648368E+0	3.0045849E+0	355.0000000E+0
324.6864832E-3	-4.0679938E+0	3.0044920E+0	355.1000061E+0
324.6856648E-3	-4.0774018E+0	3.0044844E+0	355.2000122E+0
324.6834917E-3	-4.0640672E+0	3.0044644E+0	355.3000183E+0
324.6873983E-3	-4.0675223E+0	3.0045004E+0	355.3999939E+0
324.7124385E-3	-4.0742123E+0	3.0047317E+0	355.5000000E+0
324.6982031E-3	-4.0824526E+0	3.0046002E+0	355.6000061E+0
324.6996924E-3	-4.0797320E+0	3.0046140E+0	355.7000122E+0
324.7053124E-3	-4.0816593E+0	3.0046659E+0	355.8000183E+0
324.7097613E-3	-4.0924898E+0	3.0047069E+0	355.8999939E+0
324.7055588E-3	-4.1015293E+0	3.0046681E+0	356.0000000E+0
324.7109084E-3	-4.1109237E+0	3.0047175E+0	356.1000061E+0
324.7183613E-3	-4.0961347E+0	3.0047863E+0	356.2000122E+0
324.6995405E-3	-4.1001566E+0	3.0046126E+0	356.3000183E+0
324.6897519E-3	-4.0887962E+0	3.0045222E+0	356.3999939E+0
324.7213613E-3	-4.0811446E+0	3.0048140E+0	356.5000000E+0
324.7114341E-3	-4.0871962E+0	3.0047224E+0	356.6000061E+0
324.7118939E-3	-4.0869122E+0	3.0047266E+0	356.7000122E+0
324.6945663E-3	-4.0790002E+0	3.0045666E+0	356.8000183E+0
324.7280483E-3	-4.0801388E+0	3.0048758E+0	356.8999939E+0
324.7005611E-3	-4.0744943E+0	3.0046220E+0	357.0000000E+0
324.6965059E-3	-4.0657147E+0	3.0045845E+0	357.1000061E+0
324.6783884E-3	-4.0666839E+0	3.0044173E+0	357.2000122E+0
324.6687277E-3	-4.0661196E+0	3.0043280E+0	357.3000183E+0
324.6706808E-3	-4.0649296E+0	3.0043461E+0	357.3999939E+0
324.6617312E-3	-4.0678473E+0	3.0042634E+0	357.5000000E+0
324.6830671E-3	-4.0642797E+0	3.0044605E+0	357.6000061E+0
324.6757840E-3	-4.0734411E+0	3.0043932E+0	357.7000122E+0
324.6676892E-3	-4.0711081E+0	3.0043185E+0	357.8000183E+0
324.6908256E-3	-4.0872336E+0	3.0045321E+0	357.8999939E+0
324.6914490E-3	-4.0990320E+0	3.0045378E+0	358.0000000E+0
324.6858145E-3	-4.0936954E+0	3.0044858E+0	358.1000061E+0
324.6773175E-3	-4.0972909E+0	3.0044074E+0	358.2000122E+0
324.6910585E-3	-4.0856127E+0	3.0045342E+0	358.3000183E+0
324.6687624E-3	-4.0899764E+0	3.0043284E+0	358.3999939E+0
324.6538928E-3	-4.0933477E+0	3.0041911E+0	358.5000000E+0
324.6817163E-3	-4.0928998E+0	3.0044480E+0	358.6000061E+0
324.6747986E-3	-4.0900977E+0	3.0043841E+0	358.7000122E+0
324.7124732E-3	-4.0939846E+0	3.0047320E+0	358.8000183E+0
324.7058404E-3	-4.0961055E+0	3.0046707E+0	358.8999939E+0
324.6849374E-3	-4.0849674E+0	3.0044777E+0	359.0000000E+0
324.7065091E-3	-4.0818319E+0	3.0046769E+0	359.1000061E+0
324.7194350E-3	-4.0820120E+0	3.0047963E+0	359.2000122E+0
324.7142519E-3	-4.0721057E+0	3.0047484E+0	359.3000183E+0
324.7071392E-3	-4.0852741E+0	3.0046827E+0	359.3999939E+0
324.6966897E-3	-4.0912084E+0	3.0045862E+0	359.5000000E+0
324.7115726E-3	-4.0919215E+0	3.0047237E+0	359.6000061E+0
324.7081984E-3	-4.0832670E+0	3.0046925E+0	359.7000122E+0
324.6723645E-3	-4.0829282E+0	3.0043616E+0	359.8000183E+0
324.6653312E-3	-4.0748739E+0	3.0042967E+0	359.8999939E+0
324.6517460E-3	-4.0743045E+0	3.0041712E+0	360.0000000E+0
324.6605282E-3	-4.0834239E+0	3.0042523E+0	360.1000061E+0
324.6687099E-3	-4.0762862E+0	3.0043279E+0	360.2000122E+0
324.6797962E-3	-4.0677127E+0	3.0044303E+0	360.3000183E+0
324.6758544E-3	-4.0785240E+0	3.0043939E+0	360.3999939E+0
324.6739578E-3	-4.0672998E+0	3.0043763E+0	360.5000000E+0
324.6925228E-3	-4.0688608E+0	3.0045478E+0	360.6000061E+0
324.6986254E-3	-4.0782130E+0	3.0046041E+0	360.7000122E+0
324.6947741E-3	-4.0684591E+0	3.0045686E+0	360.8000183E+0
324.6863424E-3	-4.0681882E+0	3.0044907E+0	360.8999939E+0
324.6919686E-3	-4.0659434E+0	3.0045426E+0	361.0000000E+0
324.6826470E-3	-4.0585838E+0	3.0044566E+0	361.1000061E+0
324.6878815E-3	-4.0602478E+0	3.0045049E+0	361.2000122E+0
324.6738483E-3	-4.0479403E+0	3.0043753E+0	361.3000183E+0
324.6704249E-3	-4.0548899E+0	3.0043437E+0	361.3999939E+0
324.6880670E-3	-4.0600969E+0	3.0045066E+0	361.5000000E+0
324.6911641E-3	-4.0700148E+0	3.0045352E+0	361.6000061E+0
324.6822012E-3	-4.0538124E+0	3.0044525E+0	361.7000122E+0
324.6970769E-3	-4.0375999E+0	3.0045898E+0	361.8000183E+0
324.7011125E-3	-4.0362232E+0	3.0046271E+0	361.8999939E+0
324.6942892E-3	-4.0439048E+0	3.0045641E+0	362.0000000E+0
324.6915865E-3	-4.0548476E+0	3.0045391E+0	362.1000061E+0
324.6862369E-3	-4.0651773E+0	3.0044897E+0	362.2000122E+0
324.6858033E-3	-4.0621306E+0	3.0044857E+0	362.3000183E+0
324.6802269E-3	-4.0670714E+0	3.0044342E+0	362.3999939E+0
324.6712791E-3	-4.0564731E+0	3.0043516E+0	362.5000000E+0
324.6830325E-3	-4.0500258E+0	3.0044601E+0	362.6000061E+0
324.6780013E-3	-4.0406345E+0	3.0044137E+0	362.7000122E+0
324.6693082E-3	-4.0318436E+0	3.0043334E+0	362.8000183E+0
324.6924881E-3	-4.0288658E+0	3.0045474E+0	362.8999939E+0
324.6882430E-3	-4.0315518E+0	3.0045082E+0	363.0000000E+0
324.6855263E-3	-4.0388847E+0	3.0044832E+0	363.1000061E+0
324.7049605E-3	-4.0547842E+0	3.0046626E+0	363.2000122E+0
324.7018052E-3	-4.0563505E+0	3.0046335E+0	363.3000183E+0
324.6854274E-3	-4.0499242E+0	3.0044822E+0	363.3999939E+0
324.7070353E-3	-4.0482406E+0	3.0046818E+0	363.5000000E+0
324.6958450E-3	-4.0392241E+0	3.0045784E+0	363.6000061E+0
324.6813699E-3	-4.0555468E+0	3.0044448E+0	363.7000122E+0
324.7041605E-3	-4.0618261E+0	3.0046552E+0	363.8000183E+0
324.6943669E-3	-4.0788152E+0	3.0045648E+0	363.8999939E+0
324.6958450E-3	-4.0813366E+0	3.0045784E+0	364.0000000E+0
324.6963327E-3	-4.0674037E+0	3.0045829E+0	364.1000061E+0
324.7183697E-3	-4.0464997E+0	3.0047864E+0	364.2000122E+0
324.6611078E-3	-4.0314886E+0	3.0042577E+0	364.3000183E+0
324.6693082E-3	-4.0386912E+0	3.0043334E+0	364.3999939E+0
324.6597570E-3	-4.0385412E+0	3.0042452E+0	364.5000000E+0
324.6822358E-3	-4.0440136E+0	3.0044528E+0	364.6000061E+0
324.6890876E-3	-4.0560598E+0	3.0045160E+0	364.7000122E+0
324.6765935E-3	-4.0522699E+0	3.0044007E+0	364.8000183E+0
324.6649524E-3	-4.0531805E+0	3.0042932E+0	364.8999939E+0
324.6757242E-3	-4.0634703E+0	3.0043927E+0	365.0000000E+0
324.6900731E-3	-4.0692863E+0	3.0045251E+0	365.1000061E+0
324.7004204E-3	-4.0764786E+0	3.0046207E+0	365.2000122E+0
324.6951551E-3	-4.0856057E+0	3.0045721E+0	365.3000183E+0
324.6920792E-3	-4.0788633E+0	3.0045437E+0	365.3999939E+0
324.6912412E-3	-4.0770641E+0	3.0045359E+0	365.5000000E+0
324.6913401E-3	-4.0723186E+0	3.0045368E+0	365.6000061E+0
324.6875352E-3	-4.0733977E+0	3.0045017E+0	365.7000122E+0
324.6860961E-3	-4.0705654E+0	3.0044884E+0	365.8000183E+0
324.6968176E-3	-4.0662747E+0	3.0045874E+0	365.8999939E+0
324.6740271E-3	-4.0607349E+0	3.0043770E+0	366.0000000E+0
324.6926423E-3	-4.0575764E+0	3.0045489E+0	366.1000061E+0
324.6880201E-3	-4.0725294E+0	3.0045062E+0	366.2000122E+0
324.6950004E-3	-4.0614592E+0	3.0045706E+0	366.3000183E+0
324.7027784E-3	-4.0563090E+0	3.0046425E+0	366.3999939E+0
324.6975450E-3	-4.0624660E+0	3.0045941E+0	366.5000000E+0
324.7108028E-3	-4.0548031E+0	3.0047166E+0	366.6000061E+0
324.7162139E-3	-4.0584958E+0	3.0047665E+0	366.7000122E+0
324.7068610E-3	-4.0532624E+0	3.0046802E+0	366.8000183E+0
324.7112956E-3	-4.0658395E+0	3.0047211E+0	366.8999939E+0
324.7102749E-3	-4.0831939E+0	3.0047117E+0	367.0000000E+0
324.6570553E-3	-4.0780069E+0	3.0042203E+0	367.1000061E+0
324.6865536E-3	-4.0624991E+0	3.0044926E+0	367.2000122E+0
324.6826168E-3	-4.0605056E+0	3.0044563E+0	367.3000183E+0
324.6875391E-3	-4.0536007E+0	3.0045017E+0	367.3999939E+0
324.6924189E-3	-4.0355381E+0	3.0045468E+0	367.5000000E+0
324.6890524E-3	-4.0537908E+0	3.0045157E+0	367.6000061E+0
324.7059616E-3	-4.0654806E+0	3.0046719E+0	367.7000122E+0
324.7065443E-3	-4.0735782E+0	3.0046772E+0	367.8000183E+0
324.7128195E-3	-4.0802060E+0	3.0047352E+0	367.8999939E+0
324.6927831E-3	-4.0859893E+0	3.0045502E+0	368.0000000E+0
324.7239031E-3	-4.0819157E+0	3.0048375E+0	368.1000061E+0
324.7295616E-3	-4.0675632E+0	3.0048898E+0	368.2000122E+0
324.7459663E-3	-4.0712441E+0	3.0050412E+0	368.3000183E+0
324.7313566E-3	-4.0807036E+0	3.0049063E+0	368.3999939E+0
324.7499495E-3	-4.0631792E+0	3.0050780E+0	368.5000000E+0
324.7553242E-3	-4.0598980E+0	3.0051276E+0	368.6000061E+0
324.7475596E-3	-4.0604221E+0	3.0050560E+0	368.7000122E+0
324.7170323E-3	-4.0459001E+0	3.0047741E+0	368.8000183E+0
324.7364760E-3	-4.0543232E+0	3.0049536E+0	368.8999939E+0
324.7307583E-3	-4.0529927E+0	3.0049008E+0	369.0000000E+0
324.7207512E-3	-4.0683017E+0	3.0048084E+0	369.1000061E+0
324.7326588E-3	-4.0682418E+0	3.0049184E+0	369.2000122E+0
324.7451004E-3	-4.0668811E+0	3.0050332E+0	369.3000183E+0
324.7462440E-3	-4.0602279E+0	3.0050438E+0	369.3999939E+0
324.7339476E-3	-4.0553866E+0	3.0049303E+0	369.5000000E+0
324.7247400E-3	-4.0626337E+0	3.0048452E+0	369.6000061E+0
324.7344671E-3	-4.0582573E+0	3.0049351E+0	369.7000122E+0
324.7246696E-3	-4.0589127E+0	3.0048446E+0	369.8000183E+0
324.7462781E-3	-4.0520234E+0	3.0050441E+0	369.8999939E+0
324.7420524E-3	-4.0464467E+0	3.0050051E+0	370.0000000E+0
324.7397329E-3	-4.0547514E+0	3.0049837E+0	370.1000061E+0
324.7430223E-3	-4.0666134E+0	3.0050141E+0	370.2000122E+0
324.7417373E-3	-4.0584914E+0	3.0050022E+0	370.3000183E+0
324.7356053E-3	-4.0474999E+0	3.0049456E+0	370.3999939E+0
324.7254791E-3	-4.0539036E+0	3.0048521E+0	370.5000000E+0
324.7218540E-3	-4.0478262E+0	3.0048186E+0	370.6000061E+0
324.7113995E-3	-4.0277877E+0	3.0047221E+0	370.7000122E+0
324.7103101E-3	-4.0151340E+0	3.0047120E+0	370.8000183E+0
324.7188809E-3	-4.0186265E+0	3.0047911E+0	370.8999939E+0
324.7252327E-3	-4.0302353E+0	3.0048498E+0	371.0000000E+0
324.7169759E-3	-4.0208019E+0	3.0047736E+0	371.1000061E+0
324.7363190E-3	-4.0224457E+0	3.0049522E+0	371.2000122E+0
324.7325621E-3	-4.0181858E+0	3.0049175E+0	371.3000183E+0
324.7055940E-3	-4.0152491E+0	3.0046685E+0	371.3999939E+0
324.7058923E-3	-4.0384241E+0	3.0046712E+0	371.5000000E+0
324.7230858E-3	-4.0422149E+0	3.0048300E+0	371.6000061E+0
324.7140664E-3	-4.0368791E+0	3.0047467E+0	371.7000122E+0
324.7137592E-3	-4.0442729E+0	3.0047439E+0	371.8000183E+0
324.7406480E-3	-4.0389693E+0	3.0049921E+0	371.8999939E+0
324.7230026E-3	-4.0439471E+0	3.0048292E+0	372.0000000E+0
324.7269165E-3	-4.0576957E+0	3.0048653E+0	372.1000061E+0
324.7426541E-3	-4.0332670E+0	3.0050107E+0	372.2000122E+0
324.7357833E-3	-4.0408871E+0	3.0049472E+0	372.3000183E+0
324.7329052E-3	-4.0500312E+0	3.0049206E+0	372.3999939E+0
324.7439921E-3	-4.0434750E+0	3.0050230E+0	372.5000000E+0
324.7424429E-3	-4.0414560E+0	3.0050087E+0	372.6000061E+0
324.7399089E-3	-4.0295652E+0	3.0049853E+0	372.7000122E+0
324.7672795E-3	-4.0310040E+0	3.0052380E+0	372.8000183E+0
324.7272740E-3	-4.0379863E+0	3.0048686E+0	372.8999939E+0
324.7223467E-3	-4.0334162E+0	3.0048231E+0	373.0000000E+0
324.7523740E-3	-4.0355093E+0	3.0051004E+0	373.1000061E+0
324.7508897E-3	-4.0320838E+0	3.0050867E+0	373.2000122E+0
324.7429876E-3	-4.0299736E+0	3.0050137E+0	373.3000183E+0
324.7327996E-3	-4.0039767E+0	3.0049197E+0	373.3999939E+0
324.7284751E-3	-4.0092809E+0	3.0048797E+0	373.5000000E+0
324.7370933E-3	-4.0281704E+0	3.0049593E+0	373.6000061E+0
324.7327353E-3	-4.0273291E+0	3.0049191E+0	373.7000122E+0
324.7408944E-3	-4.0315342E+0	3.0049944E+0	373.8000183E+0
324.7338783E-3	-4.0229341E+0	3.0049296E+0	373.8999939E+0
324.7098526E-3	-4.0199502E+0	3.0047078E+0	374.0000000E+0
324.7401821E-3	-4.0279652E+0	3.0049878E+0	374.1000061E+0
324.7381492E-3	-4.0328423E+0	3.0049691E+0	374.2000122E+0
324.7492221E-3	-4.0457969E+0	3.0050713E+0	374.3000183E+0
324.7828466E-3	-4.0679035E+0	3.0053818E+0	374.3999939E+0
324.7477328E-3	-4.0706258E+0	3.0050576E+0	374.5000000E+0
324.7515584E-3	-4.0731821E+0	3.0050929E+0	374.6000061E+0
324.7406324E-3	-4.0802386E+0	3.0049920E+0	374.7000122E+0
324.7595124E-3	-4.0720063E+0	3.0051663E+0	374.8000183E+0
324.7534824E-3	-4.0734028E+0	3.0051106E+0	374.8999939E+0
324.7455753E-3	-4.0793758E+0	3.0050376E+0	375.0000000E+0
324.7559762E-3	-4.0895357E+0	3.0051337E+0	375.1000061E+0
324.7465959E-3	-4.0839803E+0	3.0050471E+0	375.2000122E+0
324.7367878E-3	-4.0968431E+0	3.0049565E+0	375.3000183E+0
324.7513472E-3	-4.1126087E+0	3.0050909E+0	375.3999939E+0
324.7674499E-3	-4.1131536E+0	3.0052396E+0	375.5000000E+0
324.7598644E-3	-4.1045928E+0	3.0051696E+0	375.6000061E+0
324.7752445E-3	-4.0937185E+0	3.0053116E+0	375.7000122E+0
324.7520159E-3	-4.0607342E+0	3.0050971E+0	375.8000183E+0
324.7353330E-3	-4.0502583E+0	3.0049431E+0	375.8999939E+0
324.7472646E-3	-4.0519787E+0	3.0050532E+0	376.0000000E+0
324.7210976E-3	-4.0573730E+0	3.0048116E+0	376.1000061E+0
324.7376565E-3	-4.0614495E+0	3.0049645E+0	376.2000122E+0
324.7423374E-3	-4.0585670E+0	3.0050077E+0	376.3000183E+0
324.7511964E-3	-4.0720052E+0	3.0050895E+0	376.3999939E+0
324.7420178E-3	-4.0735000E+0	3.0050048E+0	376.5000000E+0
324.7395922E-3	-4.0692430E+0	3.0049824E+0	376.6000061E+0
324.7655704E-3	-4.0818674E+0	3.0052223E+0	376.7000122E+0
324.7636302E-3	-4.0689441E+0	3.0052043E+0	376.8000183E+0
324.7367414E-3	-4.0567627E+0	3.0049561E+0	376.8999939E+0
324.7434471E-3	-4.0409642E+0	3.0050180E+0	377.0000000E+0
324.7283229E-3	-4.0331506E+0	3.0048783E+0	377.1000061E+0
324.7308303E-3	-4.0345659E+0	3.0049015E+0	377.2000122E+0
324.7356855E-3	-4.0417427E+0	3.0049463E+0	377.3000183E+0
324.7436457E-3	-4.0286867E+0	3.0050198E+0	377.3999939E+0
324.7250461E-3	-4.0286886E+0	3.0048481E+0	377.5000000E+0
324.7119291E-3	-4.0356146E+0	3.0047270E+0	377.6000061E+0
324.7484255E-3	-4.0385143E+0	3.0050639E+0	377.7000122E+0
324.7380084E-3	-4.0440763E+0	3.0049678E+0	377.8000183E+0
324.7576734E-3	-4.0426227E+0	3.0051493E+0	377.8999939E+0
324.7453289E-3	-4.0283888E+0	3.0050354E+0	378.0000000E+0
324.7273796E-3	-4.0209738E+0	3.0048696E+0	378.1000061E+0
324.7328739E-3	-4.0101399E+0	3.0049203E+0	378.2000122E+0
