Magnetic Field (T)	Diode Voltage (V)	Hall probe (V)	Acquisition Time 		
Tesla	Volts	Volts	Seconds		
NaN	NaN	NaN	0.0000000E+0
NaN	NaN	NaN	100.0000015E-3
277.2548849E-3	-1.0450296E+0	2.5665271E+0	200.0000030E-3
277.2770544E-3	-963.9358353E-3	2.5667318E+0	300.0000119E-3
277.3603236E-3	-1.0150429E+0	2.5675007E+0	400.0000060E-3
277.4830741E-3	-1.0414668E+0	2.5686341E+0	500.0000000E-3
277.6272074E-3	-975.3096358E-3	2.5699650E+0	600.0000238E-3
277.7810489E-3	-927.7195314E-3	2.5713855E+0	699.9999881E-3
277.9608893E-3	-961.6990323E-3	2.5730461E+0	800.0000119E-3
278.1273606E-3	-894.2992144E-3	2.5745832E+0	900.0000358E-3
278.3035698E-3	-985.6651968E-3	2.5762102E+0	1.0000000E+0
278.4517510E-3	-965.6465038E-3	2.5775785E+0	1.1000000E+0
278.6564759E-3	-1.0454550E+0	2.5794688E+0	1.2000000E+0
278.8516874E-3	-998.8365269E-3	2.5812714E+0	1.3000001E+0
279.0125717E-3	-1.0164213E+0	2.5827569E+0	1.4000000E+0
279.1923199E-3	-1.0169978E+0	2.5844166E+0	1.5000000E+0
279.3545344E-3	-1.0239783E+0	2.5859144E+0	1.6000000E+0
279.5377942E-3	-1.0033878E+0	2.5876066E+0	1.7000000E+0
279.7184469E-3	-1.0201003E+0	2.5892747E+0	1.8000001E+0
279.9198667E-3	-977.5041921E-3	2.5911345E+0	1.9000000E+0
280.0644368E-3	-985.8097539E-3	2.5924694E+0	2.0000000E+0
280.2447850E-3	-1.0034323E+0	2.5941347E+0	2.1000001E+0
280.4599470E-3	-1.0116055E+0	2.5961214E+0	2.2000000E+0
280.6431197E-3	-1.0562372E+0	2.5978127E+0	2.3000000E+0
280.8148290E-3	-953.1468764E-3	2.5993982E+0	2.4000001E+0
280.9874901E-3	-964.9222067E-3	2.6009925E+0	2.5000000E+0
281.1764968E-3	-953.9288797E-3	2.6027377E+0	2.6000001E+0
281.3725318E-3	-953.5489839E-3	2.6045478E+0	2.7000000E+0
281.5471756E-3	-994.2746618E-3	2.6061604E+0	2.8000000E+0
281.7405839E-3	-994.2122976E-3	2.6079463E+0	2.9000001E+0
281.9308972E-3	-957.7921827E-3	2.6097036E+0	3.0000000E+0
282.1336192E-3	-976.2410142E-3	2.6115754E+0	3.1000001E+0
282.3108680E-3	-960.0024667E-3	2.6132121E+0	3.2000000E+0
282.4983781E-3	-1.0244221E+0	2.6149435E+0	3.3000000E+0
282.6643299E-3	-980.8477981E-3	2.6164758E+0	3.4000001E+0
282.8445893E-3	-965.9061588E-3	2.6181403E+0	3.5000000E+0
283.0679103E-3	-996.4503747E-3	2.6202023E+0	3.6000001E+0
283.2376095E-3	-991.8235661E-3	2.6217692E+0	3.7000000E+0
283.4233464E-3	-984.0785862E-3	2.6234843E+0	3.8000000E+0
283.6232741E-3	-1.0360052E+0	2.6253303E+0	3.9000001E+0
283.7986637E-3	-958.8268206E-3	2.6269498E+0	4.0000000E+0
283.9940512E-3	-992.6187800E-3	2.6287539E+0	4.0999999E+0
284.1519178E-3	-1.0007625E+0	2.6302116E+0	4.2000003E+0
284.3614849E-3	-979.3409509E-3	2.6321467E+0	4.3000002E+0
284.5463542E-3	-916.6746623E-3	2.6338537E+0	4.4000001E+0
284.7460936E-3	-1.0484748E+0	2.6356980E+0	4.5000000E+0
284.9068472E-3	-954.6404203E-3	2.6371823E+0	4.5999999E+0
285.0873708E-3	-937.1173445E-3	2.6388492E+0	4.7000003E+0
285.2797171E-3	-935.1586479E-3	2.6406253E+0	4.8000002E+0
285.4606535E-3	-933.4609784E-3	2.6422960E+0	4.9000001E+0
285.6611186E-3	-942.0706653E-3	2.6441470E+0	5.0000000E+0
285.8531106E-3	-974.8033248E-3	2.6459198E+0	5.0999999E+0
