Magnetic Field (T)	Diode Voltage (V)	Hall probe (V)	Acquisition Time 		
Tesla	Volts	Volts	Seconds		
NaN	NaN	NaN	0.0000000E+0
NaN	NaN	NaN	100.0000015E-3
277.7180804E-3	-1.0261131E+0	2.5708041E+0	200.0000030E-3
277.7344119E-3	-993.1704048E-3	2.5709549E+0	300.0000119E-3
277.8013928E-3	-1.0339213E+0	2.5715733E+0	400.0000060E-3
277.9278413E-3	-999.8238010E-3	2.5727409E+0	500.0000000E-3
278.0588654E-3	-1.0257216E+0	2.5739507E+0	600.0000238E-3
278.2324271E-3	-1.0164236E+0	2.5755533E+0	699.9999881E-3
278.4082855E-3	-1.0233686E+0	2.5771772E+0	800.0000119E-3
278.5598426E-3	-981.7423254E-3	2.5785766E+0	900.0000358E-3
278.7496398E-3	-1.0207662E+0	2.5803291E+0	1.0000000E+0
278.9163871E-3	-1.0290656E+0	2.5818688E+0	1.1000000E+0
279.0957102E-3	-1.0539867E+0	2.5835246E+0	1.2000000E+0
279.2487724E-3	-1.0134815E+0	2.5849379E+0	1.3000001E+0
279.4213821E-3	-1.0004190E+0	2.5865317E+0	1.4000000E+0
279.6009359E-3	-1.0235222E+0	2.5881896E+0	1.5000000E+0
279.7911945E-3	-996.2383517E-3	2.5899464E+0	1.6000000E+0
279.9387076E-3	-998.3663964E-3	2.5913085E+0	1.7000000E+0
280.1081940E-3	-995.8308330E-3	2.5928734E+0	1.8000001E+0
280.2728705E-3	-991.1690665E-3	2.5943940E+0	1.9000000E+0
280.4573147E-3	-957.3144075E-3	2.5960971E+0	2.0000000E+0
280.6396740E-3	-947.0537290E-3	2.5977809E+0	2.1000001E+0
280.8519304E-3	-970.8649526E-3	2.5997408E+0	2.2000000E+0
281.0182258E-3	-950.1126981E-3	2.6012763E+0	2.3000000E+0
281.1944758E-3	-996.5066624E-3	2.6029037E+0	2.4000001E+0
281.3707721E-3	-842.1270758E-3	2.6045316E+0	2.5000000E+0
281.5522325E-3	-926.5694706E-3	2.6062071E+0	2.6000001E+0
281.7234390E-3	-908.2941860E-3	2.6077880E+0	2.7000000E+0
281.9075631E-3	-911.7052012E-3	2.6094881E+0	2.8000000E+0
282.0843130E-3	-955.9673397E-3	2.6111202E+0	2.9000001E+0
282.2705622E-3	-931.4799307E-3	2.6128399E+0	3.0000000E+0
282.4407290E-3	-933.7300577E-3	2.6144112E+0	3.1000001E+0
282.6218314E-3	-898.0133590E-3	2.6160834E+0	3.2000000E+0
282.8109782E-3	-900.5715572E-3	2.6178299E+0	3.3000000E+0
282.9859612E-3	-891.3707666E-3	2.6194456E+0	3.4000001E+0
283.1694635E-3	-856.7957051E-3	2.6211400E+0	3.5000000E+0
283.3765938E-3	-842.1995452E-3	2.6230526E+0	3.6000001E+0
283.5616832E-3	-898.0373453E-3	2.6247616E+0	3.7000000E+0
283.7607801E-3	-834.0485219E-3	2.6266000E+0	3.8000000E+0
283.9178120E-3	-904.9927184E-3	2.6280500E+0	3.9000001E+0
284.1041199E-3	-828.5849955E-3	2.6297703E+0	4.0000000E+0
284.3214753E-3	-857.7326316E-3	2.6317772E+0	4.0999999E+0
284.4872649E-3	-868.2249938E-3	2.6333081E+0	4.2000003E+0
284.6900987E-3	-883.9172377E-3	2.6351810E+0	4.3000002E+0
284.8343797E-3	-836.8965014E-3	2.6365132E+0	4.4000001E+0
285.0311714E-3	-766.1924391E-3	2.6383303E+0	4.5000000E+0
285.1974668E-3	-805.4604699E-3	2.6398658E+0	4.5999999E+0
285.4130199E-3	-841.5852238E-3	2.6418561E+0	4.7000003E+0
285.6027349E-3	-781.1321904E-3	2.6436079E+0	4.8000002E+0
285.7751542E-3	-833.8717355E-3	2.6451999E+0	4.9000001E+0
285.9607905E-3	-799.1506674E-3	2.6469140E+0	5.0000000E+0
286.1345986E-3	-777.4092767E-3	2.6485189E+0	5.0999999E+0
