angle,B,strength
0.0,0.1854806905,0.005840901831772779
0.0,0.5082965269,0.002506998188648908
0.0,0.1858629412,0.006118503220754729
0.0,0.508499521,0.0025812257897057838
0.08726646259971646,0.4821184631,0.0026466289044331267
0.08726646259971646,0.1872269221,0.005033359238783969
0.08726646259971646,0.0909893556,0.0025241513222482173
0.08726646259971646,0.4818663276,0.00264598060871917
0.08726646259971646,0.1867046598,0.004805860499697444
0.08726646259971646,0.0904522819,0.0026069401793152886
0.17453292519943295,0.4339845847,0.00266794624086726
0.17453292519943295,0.2589902467,0.004906834837631064
0.17453292519943295,0.18998247,0.006421434505724608
0.17453292519943295,0.0724339697,0.0021192461195649066
0.17453292519943295,0.4336961471,0.00269726162066296
0.17453292519943295,0.258432293,0.004989062574693471
0.17453292519943295,0.189520173,0.0063562752693667205
0.17453292519943295,0.0720728266,0.002050529656608483
0.26179938779914946,0.3700950383,0.0022501611571501177
0.26179938779914946,0.3027090941,0.00523795593040097
0.26179938779914946,0.1938628234,0.0068950104070893
0.26179938779914946,0.0621817832,0.0018693120397492765
0.26179938779914946,0.3699533072,0.0022114338342785005
0.26179938779914946,0.0616857847,0.0020227582687994327
0.26179938779914946,0.1935029566,0.0069537432957665546
0.26179938779914946,0.3024767599,0.005296760167877251
0.34906585039886584,0.3100279219,0.002041116431520716
0.34906585039886584,0.3368229672,0.005309672893750109
0.34906585039886584,0.1981690472,0.007789905862742792
0.34906585039886584,0.0554286955,0.001895972542630153
0.3490658503988659,0.3372975874,0.005210088881442269
0.3490658503988659,0.0559939921,0.002087044070744278
0.3490658503988659,0.19846134,0.007758927807582222
0.3490658503988659,0.3103691354,0.0018923491198308
0.43633231299858244,0.3724700327,0.005497767046450764
0.43633231299858244,0.2514876764,0.0012721786194188366
0.43633231299858244,0.2059472375,0.007864752140762198
0.43633231299858244,0.0505820367,0.00180723228216921
0.4363323129985825,0.3723914841,0.005559528937922487
0.4363323129985825,0.2057733048,0.0077488171290492815
0.4363323129985825,0.0503463371,0.001759419776190603
0.4363323129985825,0.2513269647,0.0013749108925364432
0.5235987755982989,0.0471681064,0.00162207909073622
0.5235987755982989,0.3954858967,0.0053793617854029155
0.5235987755982989,0.212806738,0.008356707163597344
0.5235987755982989,0.0474579356,0.0016358976181203987
0.5235987755982989,0.3953101875,0.005536062426949809
0.5235987755982989,0.2124687412,0.008337789550396163
0.6108652381980154,0.1844860152,0.0005490371412585243
0.6108652381980154,0.0445890319,0.0016688191988233517
0.6108652381980154,0.221944644,0.008789775896306227
0.6108652381980154,0.0448990277,0.0015311762195670494
0.6108652381980154,0.221646939,0.008787614185639395
0.6108652381980154,0.4154899685,0.00575393475827531
0.6108652381980154,0.1849031439,0.0004863912444661113
0.6108652381980154,0.4152048538,0.005708840639579264
0.6981317007977317,0.4275074298,0.005772093788629679
0.6981317007977317,0.2329266163,0.00969567064545333
0.6981317007977317,0.0426239306,0.0014970822835501582
0.6981317007977318,0.0429485646,0.0013863377038387517
0.6981317007977318,0.4279702167,0.005646882190295603
0.6981317007977318,0.2331438034,0.009747636418696142
0.7853981633974482,0.4406293409,0.005883090803704364
0.7853981633974482,0.0405780572,0.001305508773747082
0.7853981633974482,0.2547765046,0.010011495266244608
0.7853981633974483,0.4409009505,0.005906986233021077
0.7853981633974483,0.2551683904,0.01008909523023133
0.7853981633974483,0.0410716318,0.001271452820000071
0.8726646259971649,0.2931474781,0.00796446313938646
0.8726646259971649,0.0399344148,0.0010511744110388904
0.8726646259971649,0.4411256436,0.005806236957958763
0.872664625997165,0.0395569859,0.0011082462269985988
0.872664625997165,0.2927041996,0.008146328249313052
0.872664625997165,0.4407964315,0.005756914077058002
0.9599310885968813,0.4418174676,0.005645658666558277
0.9599310885968813,0.3835096178,0.005268070887601155
0.9599310885968813,0.0386953469,0.00093477617249694
0.9599310885968814,0.4423132215,0.005750823743803934
0.9599310885968814,0.383858577,0.005167669673770725
0.9599310885968814,0.0389072548,0.0009160883451373094
1.0471975511965979,0.479944512,0.004205321871071322
1.0471975511965979,0.4325435947,0.004966092294621172
1.0471975511965979,0.1280945688,0.002662932823431869
1.0471975511965979,0.4795449846,0.004547914747197203
1.0471975511965979,0.0383343718,0.0006735953854152231
1.0471975511965979,0.1282936904,0.0024308045450536276
1.0471975511965979,0.2337533459,0.0007189365416911175
1.0471975511965979,0.4328335799,0.004886275486956302
1.0471975511965979,0.2331299299,0.0006889726330854209
1.0471975511965979,0.0378395855,0.0006492377533763459
1.1344640137963145,0.0378815735,0.0004640751894453397
1.1344640137963145,0.2617611127,0.0026835610828497545
1.1344640137963145,0.4265201264,0.0049350289340893035
1.1344640137963145,0.1056199338,0.0038065969856034155
1.1344640137963147,0.4260046227,0.00497791265722691
1.1344640137963147,0.2612460721,0.002664241180591986
1.1344640137963147,0.1051222486,0.003881088128745504
1.1344640137963147,0.037622328,0.000625472984164562
1.2217304763960308,0.0370916961,0.0003358414701696659
1.2217304763960308,0.0917715728,0.004312333063186653
1.2217304763960308,0.2802200431,0.004417889965285635
1.2217304763960308,0.4103983164,0.004277875996100168
1.2217304763960308,0.0920614242,0.004176458794619983
1.2217304763960308,0.280584098,0.004381752628913119
1.2217304763960308,0.4107055044,0.0041705289006698145
1.2217304763960308,0.0375278691,0.00026492151746955087
1.308996938995747,0.2953003436,0.004994619162306657
1.308996938995747,0.0374625789,0.0002568863482546784
1.308996938995747,0.0872080621,0.00434152166300182
1.308996938995747,0.4036549078,0.0036541507971109125
1.3089969389957472,0.4032881429,0.003698885704511593
1.3089969389957472,0.2948918594,0.005107547778583615
1.3089969389957472,0.0866839765,0.004281938213344939
1.3089969389957472,0.0372109484,0.000269822720802663
1.3962634015954634,0.3040991516,0.006036213289262708
1.3962634015954634,0.0827137573,0.004717381696277312
1.3962634015954634,0.3912948833,0.0031221059764272724
1.3962634015954638,0.0830110126,0.004538116267370669
1.3962634015954638,0.3044994069,0.00601425672178754
1.3962634015954638,0.3917127042,0.0030313047917199317
1.4835298641951802,0.0832765573,0.003972245934650843
1.4835298641951802,0.0371957671,0.00021644013335562906
1.4835298641951802,0.0828876436,0.0041323616846421045
1.4835298641951802,0.3070950744,0.005805346840693638
1.4835298641951802,0.3931903342,0.0026712318706479696
1.4835298641951802,0.307532435,0.005782152053514726
1.4835298641951802,0.392796296,0.002677034694253237
1.5707963267948961,0.0852102649,0.004050305248949825
1.5707963267948961,0.3005878083,0.005242580699987399
1.5707963267948961,0.3978258405,0.0028738475455873124
1.5707963267948963,0.085002158,0.003406776138825428
1.5707963267948963,0.397752694,0.0032666953357618506
1.5707963267948963,0.296420242,0.0053552527770264775
1.5707963267948963,0.0850716326,0.0040283337704106964
1.5707963267948963,0.0370952508,0.00020911382270710625
1.5707963267948963,0.3981612117,0.0029043833877783094
1.5707963267948963,0.3010684195,0.005405720461233008
