angle,B,strength
1.5707963267948966,0.037306314,0.0002491734467062653
1.5707963267948966,0.0854132768,0.003772640717287935
1.5707963267948966,0.2968245218,0.005370509412784905
1.5707963267948966,0.3978061314,0.0032236773196288224
1.6580627893946132,0.037537403,0.00028596612326927426
1.6580627893946132,0.0896785797,0.003237054769705226
1.6580627893946132,0.2874477895,0.004188639612145537
1.6580627893946132,0.4086180073,0.003320717039871018
1.6580627893946134,0.0376991449,0.0002275192475042034
1.6580627893946134,0.0899987981,0.00320944831328508
1.6580627893946134,0.4090810345,0.0032442356301309963
1.6580627893946134,0.2876561606,0.0041759785634732935
1.7453292519943298,0.0376174728,0.00033949906812203877
1.7453292519943298,0.1000901662,0.0028310568645915557
1.7453292519943298,0.2663920437,0.0028493083608662683
1.7453292519943298,0.4191903558,0.003927376656948331
1.74532925199433,0.0380045318,0.00037343677057244103
1.74532925199433,0.1003554143,0.0028143192344935353
1.74532925199433,0.2668048541,0.0028675976734256056
1.74532925199433,0.4194040262,0.003944916446807607
1.9198621771937625,0.0387588031,0.0006157695388090993
1.9198621771937625,0.4030417793,0.005128118469711192
1.9198621771937625,0.4376295335,0.004057446147104267
1.9198621771937627,0.039243893,0.0005761232019262314
1.9198621771937627,0.4377466367,0.0046331682795901965
1.9198621771937627,0.4034202641,0.0050610312331634795
